book_id,chap_num,0,1,2,3,4,5,6,7,8,9
1,1,0.04317628818036555,0.04451669718588678,0.00010955438117363106,0.00010956178185151356,0.05629122126409147,0.00010955775421344025,0.8553584408220373,0.00010956029892992801,0.00010955826256787782,0.0001095600688826149
1,2,0.0001508709436573181,0.00015087327913374608,0.00015087287567287398,0.3858066242448736,0.03187986248824163,0.0001508755457121768,0.5755381765067794,0.005870106996882903,0.00015086605206512125,0.0001508710669813258
1,3,0.00021419014282268855,0.1805940660286831,0.00021418728200528595,0.6316216140175411,0.060112165255112184,0.0002141882360542481,0.12638702275543848,0.00021419677146972306,0.0002141804048208714,0.00021418910605235602
1,4,0.6098063826420543,0.0001041958306071925,0.017027328228463257,0.1790808505545042,0.053080637592853794,0.0001041950585949623,0.00010419498989104847,0.00010419230346805665,0.00010419435807682789,0.14048382844148644
1,5,0.07225487001273138,0.0836900898090638,0.00011726762491428617,0.7035905359939433,0.0001172677983402667,0.00011726854006553718,0.11282847773189526,0.00011727046431365571,0.02704968529969453,0.00011726672503813044
1,6,0.00012840879998796665,0.0001284067471629678,0.00012840249019017264,0.3278003266013287,0.0001284081697578542,0.0001284096338763545,0.115738326931283,0.00012839983208136728,0.00012840884693497654,0.5555625019473966
1,7,0.00013931756003681615,0.03440252289108665,0.00013931493631734975,0.6799567945432794,0.16347263491166714,0.00013931561420883154,0.03785655820341663,0.0001393156446793237,0.00013931503789276804,0.08361491065741496
1,8,0.00017157348672871062,0.00017156927149514602,0.0001715701571267301,0.12374429619242622,0.09319123293916866,0.00017157453156361636,0.0001715781946481022,0.024341888290938037,0.00017157593629230712,0.7576931409996124
1,9,0.00011577482978656796,0.016200368550713183,0.00011576966530086359,0.15173286318413748,0.0817302791370625,0.00011577252874449052,0.4829408652890657,0.00011576813877988829,0.00011577017097316565,0.2668167685054363
1,10,0.00021237480670419865,0.025973928125433993,0.00021237279886411338,0.3858758984318868,0.1352331203582262,0.00993357716515553,0.09938361185114604,0.00021237734863126888,0.10590200040738035,0.2370607387065715
1,11,0.00024103639035209887,0.056178479068478976,0.00024102840926165002,0.00024103317684839425,0.07126983180313254,0.00024103927583489864,0.3169361521421196,0.0002410188532339175,0.00024103538598894695,0.554169345494749
1,12,0.9914845685008409,0.0001205178017775808,0.00012051187440301848,0.00012051555629805689,0.00012052101902413839,0.0001205239614356641,0.00012051442071485422,0.0001205127924382685,0.0001205210762622857,0.007551292996805185
1,13,0.1284626923519414,0.01896710835210647,0.00013409094374386237,0.6652266701798998,0.00013408736383806465,0.0001340838339682359,0.14230778638491576,0.00013409026555463821,0.04436530580519597,0.00013408451883603013
1,14,0.05684530335120348,0.06275994205278737,0.00012741941379354702,0.34235922360839127,0.0567411794266115,0.00012742492199774882,0.4806572309732144,0.00012742276369873189,0.0001274283649026162,0.00012742512339936166
1,15,0.0001149777355004602,0.00011497503746213744,0.0001149804861650909,0.21294773948446644,0.02336886108702065,0.01914589022563118,0.2715898544173357,0.00011497472416925569,0.05465031670888531,0.4178374300933638
1,16,8.328902727615889e-05,0.04436891554582259,8.328368205970746e-05,0.13385266327007259,8.329043329567894e-05,8.32905194753878e-05,0.19989427267623675,8.328729207785867e-05,0.03000239234255147,0.5914653152111319
1,17,0.0001808916886200515,0.00018088632975468274,0.00018088399835115208,0.37234528779874587,0.0001808829929120227,0.031021069150871265,0.13081602364051295,0.00018088274152819572,0.03673568199298701,0.42817750966571666
1,18,0.0006371276284625479,0.08504891635385638,0.0006371082520841301,0.0006370690938811591,0.0006371489810525878,0.0006371274997330138,0.9098539489156537,0.0006371584633280034,0.0006372574153622004,0.0006371373965863097
1,19,0.19652651572489985,0.10305646729015795,0.00034137450287033465,0.00034140278085294674,0.0991371828542094,0.00034137665418473124,0.5992314876438355,0.000341395183212285,0.00034139115860165175,0.0003414062071753265
