term_str,x,y,n,max_pos,logn
went,-5.3873115,52.426033,2145.0,VBD,7.6708948313621175
wept,0.3185295,36.87828,125.0,VBD,4.8283137373023015
west,-37.419678,18.142138,338.0,NN,5.823045895483019
wet,-35.439,0.7771781,279.0,NN,5.631211781821365
whats,38.95438,26.642384,231.0,NN,5.442417710521793
whereon,-0.98096263,42.179935,56.0,NN,4.02535169073515
whisper,2.4046335,-15.894929,139.0,NN,4.9344739331306915
whispered,28.49935,34.406887,348.0,VBD,5.8522024797744745
white,-58.183723,8.704295,1295.0,JJ,7.166265974133638
wholly,6.6783323,7.4279222,68.0,RB,4.219507705176107
wicked,20.649464,-2.2022247,108.0,JJ,4.68213122712422
wide,-47.070496,5.7698627,408.0,JJ,6.0112671744041615
wife,22.629147,-37.964825,569.0,NN,6.343880434126331
wild,-52.009136,-10.01433,321.0,JJ,5.771441123130016
willing,28.036821,9.519509,86.0,JJ,4.454347296253507
wind,-49.5072,11.337199,843.0,NN,6.736966958001855
window,-43.3543,21.560799,575.0,NN,6.354370040797351
windows,-50.37425,4.597895,210.0,NNS,5.3471075307174685
winds,-47.672596,-1.3314756,128.0,NNS,4.852030263919617
wine,-29.36971,19.452051,820.0,NN,6.709304340258298
wings,-36.86916,-10.7886505,212.0,NNS,5.356586274672012
winter,-34.162548,-41.043846,213.0,NN,5.3612921657094255
wisdom,4.626032,-30.703035,121.0,NN,4.795790545596741
wise,23.87089,-4.7068768,225.0,NN,5.41610040220442
wish,49.529217,13.448059,652.0,VBP,6.480044561926653
wished,29.585972,40.16105,261.0,VBD,5.564520407322694
wishes,19.665071,34.338,78.0,NNS,4.356708826689592
woe,2.9319215,-32.100193,72.0,NN,4.276666119016055
woes,10.729664,-11.694618,60.0,NNS,4.0943445622221
woke,1.2926543,42.455128,188.0,VBD,5.236441962829949
wolves,-6.5341372,-1.1963693,261.0,NNS,5.564520407322694
woman,37.08948,-28.772583,1017.0,NN,6.92461239604856
women,0.6062433,-48.254177,441.0,NNS,6.089044875446846
won,17.153095,44.68057,220.0,VBD,5.393627546352362
wonder,49.67022,15.310723,365.0,NN,5.8998973535824915
wondered,29.879519,28.114063,324.0,VBD,5.780743515792329
wondering,4.9741964,5.2348676,163.0,VBG,5.093750200806762
wont,36.7302,41.800014,606.0,VBP,6.406879986069314
wood,-45.34186,11.574931,513.0,NN,6.240275845170769
woods,-50.613155,0.77495927,212.0,NNS,5.356586274672012
word,26.478617,-19.507065,861.0,NN,6.7580945044277305
words,5.275502,-48.03092,1097.0,NNS,7.00033446027523
wore,-8.644906,40.167393,344.0,VBD,5.840641657373398
work,7.0227747,-25.724102,494.0,NN,6.202535517187923
world,-13.331208,0.18884483,682.0,NN,6.525029657843462
worn,1.7830389,9.585501,120.0,VBN,4.787491742782046
worse,37.435833,-14.257693,336.0,JJR,5.817111159963204
worst,28.311352,-3.374129,139.0,JJS,4.9344739331306915
worth,23.513077,-5.1277986,189.0,JJ,5.241747015059643
worthy,17.86116,-4.695903,86.0,JJ,4.454347296253507
wouldnt,35.915745,41.40211,300.0,VBP,5.703782474656201
wound,-19.732155,41.70601,291.0,NN,5.673323267171493
wounded,-1.7095757,-6.7964697,164.0,JJ,5.099866427824199
wounds,-15.3741865,-33.10068,118.0,NNS,4.770684624465665
wrath,7.8833823,-31.43547,115.0,NN,4.74493212836325
wretch,24.597147,-1.041051,80.0,NN,4.382026634673881
wretched,20.87925,-2.5012026,132.0,JJ,4.882801922586371
write,52.583477,4.3954363,133.0,VB,4.890349128221754
written,2.6598868,9.17555,114.0,VBN,4.736198448394496
wrong,27.218456,-1.7366078,334.0,JJ,5.811140992976701
yard,-41.497936,13.806853,329.0,NN,5.796057750765372
ye,41.51577,15.481491,204.0,NN,5.318119993844216
year,-36.649956,-36.737545,352.0,NN,5.863631175598097
years,-40.163235,-49.048443,940.0,NNS,6.84587987526405
yellow,-36.822327,0.23762558,252.0,JJ,5.529429087511423
yer,41.210613,15.264404,87.0,NN,4.465908118654584
yes,38.16476,23.57125,1289.0,NN,7.161622002939187
yesterday,8.4369,5.471932,99.0,NN,4.59511985013459
yield,54.68351,-2.0798357,182.0,VB,5.204006687076795
yon,-15.796361,-41.90302,80.0,NN,4.382026634673881
yonder,-31.432741,13.218646,84.0,NN,4.430816798843313
youll,38.820114,42.60553,497.0,NN,6.208590026096629
young,40.825184,-30.388815,1246.0,JJ,7.1276936993473985
younger,37.0475,-15.868708,181.0,JJR,5.198497031265826
youre,42.21521,26.422775,606.0,NN,6.406879986069314
youth,12.297641,-32.014008,200.0,NN,5.298317366548036
youve,44.995358,26.521782,223.0,NN,5.407171771460119
