term_str,0,1,2,3,4,5,6,7,8,9
faces,-0.005427726711547346,0.018552996891600004,0.013207757784332804,-0.007508867021359613,0.0035033754410387858,-0.007904630463244236,-0.007679558659136391,0.0085149795659276,-0.000732200594867083,0.019059615104555585
listen,0.0010580379510605781,0.0064504689277453476,-0.008052335090070417,0.02446207032470923,0.007074594149348763,-0.01659521517913717,0.00619101845711582,0.011721530334357706,-0.012672645610612819,0.03092764438196438
pretty,0.01652278261337516,0.023071821278843573,-0.008899564620556804,-0.00464111668574011,0.014501781125109763,0.005409348416312571,0.009052787311751362,0.01620090212198952,-0.007914304880454267,-0.02617996009316184
slowly,0.0006664169456084987,0.01347794280469182,0.03638649703446417,1.1248550282484163e-06,-0.020041569604996635,-0.012373443642902316,-0.03250709038907926,0.025002166243002024,-0.037514944821119375,-0.013873835110927258
ears,-0.014208552400251068,0.010618803739776082,0.0020678445736684163,-0.0011266109698880517,-0.01021351856733847,-0.0031795985852374367,0.015405672369583009,0.014145284471846774,0.0038729289407436443,-0.003718997975317684
sudden,-0.001980660695680456,-0.011030390140068257,0.015572804731738102,-0.004974187132726322,-0.013421109663352188,-0.013171871705236654,-0.012686791122948553,0.01649244058709356,0.0015618476945198183,-4.743260025665626e-05
whispered,-0.005393582937233052,0.022400091722241878,0.017019848782154953,0.0017160415750211227,0.0231279495636312,-0.022757499336149463,0.012356746528809859,0.036686432539382405,0.020624996267480444,0.014415524457771715
dozen,-0.02809508962610771,0.02065801322370017,0.007694775622785434,-0.009749256738998133,-0.005763039698574557,0.010929857819669883,0.011690954459255951,-0.006490142781871715,-0.0006930063697263111,0.009790019139308222
rise,-0.007049736630778302,-0.03584845746675224,-0.00028920603728034626,-0.011401673536113845,-0.022277197525360306,-0.01952044401173842,0.010749798296021946,-0.0036004255448783204,0.0036263899006793885,-0.003450671640657533
promised,-0.021864371483308127,0.008262264692806429,-0.01973892671807376,-0.003240592139644642,0.0007381021925364247,-0.013723307924092133,-0.004276403618874859,0.004629433243884473,0.028889044726618646,-0.007250808792496536
lived,0.0052211666306901175,0.004112845015153047,0.001360509681449608,0.014794136583816028,-0.0063614189104912395,-0.016686929227857868,0.0011258124117232093,-0.01703679736278133,0.0033810780707138615,0.013821383233158803
says,0.00679838841788756,0.032877667563682766,-0.0213825223490469,-0.007348334757140933,0.023568427424179514,-0.013023710201814101,0.03243362381739577,0.022433458352314337,-0.01811555223440109,-0.0064721981376525475
glad,0.02845804132030777,0.0024083215578989178,-0.0007931793858736715,0.02621175996382044,0.012899760028074643,-0.024360269937026616,0.006642410738116791,0.005322074082325942,-0.01986590541286913,0.011346653958729483
struck,0.023204910712732164,-0.009836906695733474,0.00045643162239763303,0.006055904421901818,-0.008131653556888201,-0.0060684526798310155,0.018023468768670677,0.025388992041019225,0.001175580577418098,-0.007662540390291288
wide,-0.008348372485515027,-0.02547375773507634,0.035895151525635445,-0.0002719474439020988,-0.03349574894213977,-0.02346941368364878,-0.0073055383530013515,0.02432003145188485,-0.02025913506493171,-0.013373206492524034
instead,-0.0049579726836886506,0.018158662316424407,-0.011938512106447904,0.012949030603593025,0.022049975209029602,-0.02147576541399444,0.022685232884475333,0.005405817592286081,0.010507194908459838,-0.010036585577461475
remained,0.002544616076451625,0.014917367306956236,0.0037774266945324146,0.002919835216751104,-0.02042170826797545,-0.011159653224709711,0.005360630096245391,0.015911493171691743,-0.01037255272709262,0.009991401560844685
chance,-0.0011285343004628064,0.002021679752428972,0.0012881057975436532,0.006679485419121158,-0.025557147384429678,-0.011261723037263608,-0.0008347758733852598,0.011945400096624745,-0.03192977553083382,-0.004203273658091302
war,-0.055120403446814764,-0.15977628262299368,-0.02329270105758455,-0.07159752065368921,-0.011324679839416147,-0.026925536874746726,0.028692522048893093,0.012964034826994342,-0.05863346621725862,-0.0032802086483680985
met,-0.0031700443485509927,-0.005992010229135656,-0.0037169372595221607,0.01258527575336253,-0.00616760769839635,-0.01068027672872109,-0.00013759513424366565,0.006897913163421756,-0.012864153584039393,0.009583505691445534
change,0.02189903329983603,0.007331104580672175,-0.0040358267552605825,0.010515462558713533,-0.008440940085534601,-0.023738224501823394,0.0031913584282142037,-0.007076933004977004,-0.010543001882203907,-0.008908048006663465
instant,0.003682933152559642,-0.0031544769739003044,0.010041124682579948,-0.03552672390130192,-0.0002418164158519577,0.010690964227744142,-0.0030080972918855708,0.04065119563544629,0.012288170530086526,0.01209836998320342
watching,-0.004380278313468558,0.01345826823846313,0.009205076284985706,0.0040436638426850436,0.003583943231768024,-0.0137829249259047,0.001484283920269541,0.028311463461149718,0.003050126553935847,0.00515549038434346
ones,-0.0037467064522090842,0.014024043287801708,-0.00740122092640809,0.005584203639619768,0.03153963938786547,-0.01976701340581627,-0.0013164049850781314,-0.012759323524655366,0.017382734542290217,0.006255447377659127
pulled,-0.034925083197915596,0.029516787490482872,0.018141014735121683,-0.010566717704456718,-0.008574551641106282,0.006671294642711755,0.015810615045997876,-0.008312358639873889,0.010520130565915995,0.005743042499473908
running,-0.006688226630967906,0.015314488756491012,0.03078078454736821,0.0013185662403118624,-0.01853484783016134,0.010331499764970614,-0.0033769340529001004,0.02111854346046545,0.0024524048254946484,0.010352489316800578
happened,0.004125755641962143,0.01506711132689756,0.005331281028964295,0.014715586269862569,0.011050327351236922,-0.0027341292461139544,0.0050133499166361865,-0.0034291113643073034,-0.0175820437712376,0.004411788629734915
sister,-0.026854492424637492,0.052060537137322546,-0.10422896683793373,-0.041176774823775984,-0.023601222413872896,-0.00643831748238562,0.06827284751087404,-0.08181400457130161,0.004695215509227902,-0.22587047468781102
warm,-0.011673172402577604,0.00786116103259356,0.022345098412425442,0.003703590441255999,-0.024441521087137357,-0.013167457027505563,0.022738394519548157,0.004707815751884902,0.01487679700754332,0.019285443567624683
trees,-0.02151517049467615,0.013055259630763608,0.1588408718212359,0.060665894824055384,-0.03994946979100497,-0.0662603660419644,-0.02093223385365474,0.005402159723245412,-0.06565747476062644,0.029498057882247526
kill,-0.05362984061623466,0.023540730435729608,0.000321713238506625,0.0199577037954043,0.00613687457062221,0.037271457738417973,0.04848990519324441,0.03036660087357369,0.04247094219483203,0.011723216580522097
turning,0.0261725993215711,0.012897336017891283,0.007945134801190298,-0.010333316218966703,-0.021797842543107536,0.017997190668570924,0.002303740538346665,0.0457028616164315,-0.009903110966336628,-0.011923380256307618
nodded,-0.0033299491373279043,0.017461867201448267,-0.010301200579547176,-0.023663695122011157,-0.003912544205143091,0.013775351523955742,-0.0008876116190217555,-0.00359861576680757,-0.016514662002670485,-0.0005779986964999233
sons,-0.051808090422568794,-0.059518967967074586,-0.06029648247929404,0.03287258567982951,0.000566292058325802,0.028205083724038633,0.0032568985980401554,-0.001156968323601789,-0.05566796972891831,0.04724742923160068
land,-0.007099471501124255,-0.046203168304187824,0.05110506065771718,0.10994853573704658,-0.03936532469950117,-0.0003696183796355252,-0.06311005225522243,0.03629698551076946,-0.06113551654609361,0.00184006407288876
lips,0.001460884866453151,0.011804991680698028,-0.011711299410328295,-0.0014019363829010948,-0.025180072534118584,-0.012753931016746132,-0.00231169171323057,0.006805034207894925,0.051254556554654884,0.03385699072393891
waited,-0.005309917127876775,0.008782637101248459,-0.004923391928523253,0.0058940138260354285,-0.0015565799279009338,-0.003062328749153982,-0.007376176096736169,-0.006302671346364954,-0.005182273271268808,0.003373614217881316
river,-0.039243846740420044,0.005023406749613271,0.06982702007264602,0.04905827695518512,-0.03698718342555775,0.02644426768992367,-0.10479195758215815,0.048758198717135194,-0.07178799776328731,-0.037016843718524144
brown,-0.030733299269542966,0.021343468284757812,0.010171228241542476,-0.0030576795989526715,-0.016563834130142945,-0.0015650232482559284,-0.011995163560180634,0.020356602948389185,0.034824484675797844,-0.005360834003300546
business,0.03323036060246253,0.014638262141671366,-0.02065375834252319,-0.005917241199726091,-0.03652272286503467,0.018317052311040104,-0.005808130652572679,-0.0058921384342034205,-0.022514166945239198,-0.03761712896265399
strange,0.03402666553115178,0.014340822759450905,0.023850489770250144,0.021122073786937694,-0.02851847107435149,-0.0580575385414364,-0.025061524934206166,-0.003105920563284629,-0.0022960334507539566,0.01030287342238797
teeth,-0.02348869109464512,0.01985050522794263,0.027656728079825294,-0.013874060086094821,-0.0021842045130714017,0.009179269780366315,0.029199059738240666,0.004512820027716455,0.007027332363353208,0.02664058870148881
lifted,-0.019314724556276867,0.003992919793850347,0.006682614228809956,-0.00021325825231064037,-0.013736069977239432,-0.0179619221109629,-0.004964084877773618,-0.0009619041823212996,0.026591860899624217,0.006525835905926933
burning,-0.020317356545091744,-0.0010741279261848554,0.027072468005097477,-0.0024581954296669815,-0.021064717060659564,0.013357268646465697,-0.01053334562553495,0.006916335180976933,0.017176735552120445,0.007168863846251816
read,0.02499813665669055,0.016805584756797554,-0.025239182290661303,-0.0018171001940927988,-0.046434536706062964,-0.03239291753455553,0.006346956149325055,-0.04070235044064235,-0.002233529950139276,-0.049127739054444196
sad,-0.0036302658856261143,-0.031457973519022575,-0.015396768698196353,-0.0012615476680773831,-0.0031436249159160212,-0.0279867157900502,0.0208765499457628,0.011888079639536574,-0.00011410826608959407,0.013885630604507397
shoulders,-0.01340788617779913,-8.244474751547218e-05,-0.01174924296745676,-0.001938375414500008,-0.009065449542498384,0.014544262987465709,0.0023875387294756234,0.012921677790562454,0.0004281543694603098,-0.0075132232731604555
suppose,0.03506503877583643,0.015302693101127618,-0.019022232736668268,0.014500472633373911,-0.018150591058170556,-0.015264018236778098,0.007940562236523039,-0.012993540431375522,-0.01161127236210411,-0.01097577362014722
sea,-0.030710499882893056,-0.04914569084541763,-0.004730893119379865,0.1764309922581717,0.023488277321851204,0.10440802925582765,-0.09465386748390209,-0.01312767314474203,0.0029725828101932,0.03732534165078337
save,-0.003921190845534717,-0.015839434659821124,0.010883287951760422,0.014095239068981445,0.0206615159187646,-0.012959927382105323,-0.015809030666628997,0.019522433340839106,-0.02679903013870238,0.009351468312038444
north,-0.061956708732569414,0.029658627945212367,0.018284415072807682,0.021017682591266025,-0.04334912905606595,-0.027993797122928224,0.013468065716366268,-0.012888452658759843,-0.11675206254187115,0.03035419662752044
hung,-0.0026912896536345704,-0.002916506382527255,0.008177057541425089,-0.004702961862428295,0.002253597814860662,0.0035269751431372363,0.001565691936215115,0.010720139927861907,-0.01129437766866405,0.011816759065050354
year,-0.005168622722799125,0.007326982332985172,-0.028642788647050464,0.023281455653505177,-0.0005307180855318403,-0.00911764440108775,-0.010826416237102525,-0.010886037173592298,-0.022002852494341876,0.00510790051353452
sky,-0.01983969055451649,-0.009291100957633828,0.061939036130120674,0.007033731011441623,-0.04956614694555076,-0.03779607859196128,-0.030492663504961985,0.005952040455358168,-0.0014906314388699153,0.016096627617672127
horses,-0.0556598410774863,0.025896918986917063,0.05484175105075898,0.010403436213180307,-0.031723091965186294,0.041015828814394244,0.01889740735294821,0.010356034979752484,0.046054870253953356,0.020154877494004
finally,-0.02054555124428113,0.02412720231253819,0.0054729416344043436,-0.009884238786854791,-0.01257028645537573,-0.0027071303121800954,0.023567886991044684,-0.007024466474151968,0.020044978843881935,-0.011854355922545821
quickly,0.0037729049674454975,0.011070321989098922,0.0173064548498234,0.00569656325718408,0.009167182388463646,-0.017070197305146747,-0.02700548373159343,0.036238700928549715,-0.03256723997467842,0.014650563052147946
wished,0.01605213610282819,0.011592690232459384,-0.011779673684791528,0.010994181325166124,-0.03870974033053845,-0.041502156092269406,0.013508518433323858,-0.009836221273280677,0.009821941261313904,0.0036702300603318142
swords,-0.056067777801024565,0.022176784703641924,-0.00967787595911025,-0.01664509541898517,-0.00213054528001469,-0.002603506374858706,0.016152067495409476,0.010195788748134517,-0.009997399849482938,0.0026507163266774655
legs,-0.023365224272124917,0.03117936351332289,0.016848309052827123,-0.021932584132236685,-0.004824439989974726,0.016010512321068766,-0.001115518115323044,-0.0036045993723009266,-0.00181164294668251,-0.009241553123049915
body,-0.003453513768998593,-0.017223248930017285,0.0024481438708115854,-0.006545524859069224,0.004305207636110485,0.014097913936729474,0.015430612436339832,0.02006267222509157,0.012290969524920167,0.014954275286235587
ear,0.0013750810185062363,-0.006513371800967891,-0.0015853163709035076,-0.01723265501986035,-0.015101330693286768,-0.009217405192392206,0.02678879390577216,0.020547039372550726,0.024504111381489325,0.017845872495402003
clear,0.016659196047970153,0.0019294022109368526,0.027886909768931118,0.031054767881959256,-0.04421097762889756,-0.02423511131089618,-0.03635159069985692,0.007017569672211094,-0.043102551567587064,-0.023575052021677693
pain,-0.013439941552646778,0.005183073653352844,0.010108357231864547,-0.01284140166388685,-0.007912407295714732,-0.01236332107352864,0.015681513228015028,0.0037592132950792644,0.02881944904889107,0.03034329619768658
shadow,-0.025404132212520796,0.021799752769467818,0.05841492265836341,0.014020894116355449,-0.005170808555883192,-0.05345897654900248,-0.05535730545576622,0.009695609462561868,-0.0407760230767537,0.020762181502328704
